,Review
28,원작을 정말 좋아해서 웹툰 나온다는 이야기를 듣고 굉장히 기대가 컸었습니다. 그리고 기대했던 만큼 잘 뽑힌 웹툰 중 하나라고 생각해요. 아쉬운 점이 없었다고는 못하겠지만 작화도 괜찮고 각색도 나름 웹툰에 잘 맞게 적용된 것 같습니다. 웹툰 단행본 나온다는 소식에 기다렸다가 바로 질렀던 건데 후회는 없어요. 활자 너머와 제 상상속에서만 존재하던 것들이 눈 앞에 생생히 잘 구현된 느낌이라 즐겁게 잘 봤습니다. 다만 이미 웹툰 연재 분을 완소하고 있기도 하고 원작 자체가 워낙 장편이다 보니 웹툰화 특성상 권수의 압박이 장난이 아닐 것 같다는 생각 때문에 웹툰 단행본을 계속 모을지는 잘 모르겠어요 ㅠㅠ
29,전지적 독자시점 2권입니다 전지적 독자시점은 워낙 유명해서 알고는 있었는데 소설의 양이 너무 방대해서 업두를 못내고 있었는데 어느날 웹툰이 나왔다고 해서 잘됐다 하면서 웹툰을 봤는데 그림체랑 내용이 정말 찰떡이여서 하루만에 다 봐버렸네요 ㅎㅎ 그 다음 내용이 너무 궁금해서 바로 소설도 질러서 봐버렸네요 ㅎㅎ 진짜 사람들이 왜 그렇게 좋아하는지 알 것 같습니다 ㅎ 웹툰이 나와서 바로 질렀습니다 다음권이랑 소설도 단행본이 나오면 같이 지를 생각입니다 ㅎ
30,전지적 독자시점 1권입니다 예전부터 많이 들어왔고 인기도 엄청나다는 걸 알고있었는데 소설로는 화수가 너무 많아서 업두를 못내고 있었는데 웹툰으로 나와서 바로 보기 시작했습니다 그런데 내용이 너무 재밌어서 웹툰 현재편까지 다보고 소설로 정주행하기 시작했습니다 완결이 난 소설이라 다음화를 기다릴 필요도 없어서 너무 좋았습니다 그러다가 단행본이 나오고 심지어 부록까지 취향이여서 바로 구매했습니다 ㅎㅎ 소설화수가 너무 많아서 웹툰으로는 완결나는데 몇 십년은 걸릴것 같지만 같이 달리겠습니다 ㅎㅎ
31,"""슬리피-c 글그림, 싱숑 원작의 웹툰 전지적 독자시점2 리뷰입니다.1권을 읽고 2권을 얼른 읽었네요.그림체가 너무 취향 저격이고, 글이 아니라 그림이니 더 가독성이 좋았던 것 같습니다.캐릭터마다 생명을 불어넣으니 다들 주요 인물들 같고, 기억도 잘 되는데요. 무엇보다 그 내용이 눈에 보이는 것 같아 아주 시각효과가 좋은 것 같습니다.3권, 4권도 얼른 출간되었으며 좋겠습니다."""
32,"""싱숑 원작, 슬리피-c 글그림의 전지적 독자 시점 1권 리뷰입니다.남자주인공 너무 잘생기게 잘 그려주셔서 몰입감이 최고였어요.남자주인공 뿐만 아니라 인물들을 얼마나 예쁘고 잘생기게 그려주셨는지 아주 즐거웠습니다.또한 판타지를 현실로 구현하고, 특히나 전투신은 잘 그리셔서 어렵지 않게 술술 읽었습니다.그림이 취향저격이라 너무 재밌게 읽었구요, 원작도 많이 기대가 됩니다.2권도 빨리 읽어야겠어요. """
33,"""                째진다. 초판 세트 구매 시에만 주는 줄로 잘못 알고 있었는데 캐릭터 카드가 동봉돼 있다.지금 보면 버젓이 상품명 옆에 그것도 파랗게 강조돼서 쓰여 있구만 왜 몰랐는지 모를 일이다.대대손손 물려줄 거다. 유중혁 잘생겼고, 김독자 잘생겼고, 재밌고, 재밌고, 구매자라면 모두가 입을 모아 칭찬하는 표지 재질은 말할 것도 없고. (같은 시리즈끼리 부대끼면 조금만 공간이 딱 맞아도 집어넣기 힘겨울 것이 보이지만, 아무래도 좋다.)웹툰 완결까지 얼마나 남았을까 생각하면 아주 암담하다. 또 모두가 목이 빠져라 바라보고 있는 소설 단행본은 언제 나와 주려나. 웹소설로만 장장 500화니까 벽돌 같이 생겨서는 열 권도 거뜬히 넘길 텐데 나오면 모으고 나오면 모으다가 대체 언제 끝이 나려나.설렌당 ><*어디까지나 주관적인 의견. 선택은 리뷰 뒤지러 온 본인 몫."""
34,만화 그림이 퀄리티가 너무 좋다. 소설을 다 읽고 소설로 빙의한 독자씨가 게임을 장악하고 나가는 과장들이 흥미롭다. 과거로 회기해서 복수하는 것 게임 속으로 들어가는 것. 소설속으로 들어가는 것 참 다양한데 이 웹툰은 그걸 잘 끌고 간다.판무 증에서 재미있는 편 서을에 있는 역들이 나와서 현장감을 더해준다. 함께 하는 동료들도 서서히 특기가 생기면서 도움이 되어가는 중
35,이건 ㄹㅇ 갓띵작 진짜 꼭 읽으셈 근데 이거 표지재질이 ㄹㅇ 남들말대로 뭔가 독특함 벨벳재질???암튼 그럼 이런 표지 처음 만져봄근데 퀄 겁나 높고 그 만화책은  그 배열이 잘되어있어야 하잖슴?이거 보기 편하고 완전 딱딱 맞춰져있어서 진짜 좋음 ㄹㅇㄹㅇ이거 왜 안읽어??진짜 추천하는 시리즈....아직도 전독시 안읽어본거 아니지...........?에이 설마 ㅋㅋㅋ 아무튼 꼭 읽어보셈 후회안함 ㄹㅇ 내 인생작....그림체 존잘이라구여ㅠㅠㅠ
36,전지적 독자 시점 1권 (슬리피-C그림/UMI 각색/싱숑 원저)에이템포미디어 | 2020년 12월 22일네이버 웹툰으로 보다가 너무 재미있어서 책으로도 구매했는데 웹툰이랑 보는 방식이 다르다보니 또 새롭네요.표지도 다른책들이랑 다른 느낌이라 괜찮고 소장용으로 사기 딱 좋은 것 같아요. 다음 권도 구매할 생각입니다:)
37,"""원작을 재밌게 봐서 만화도 구입했는데 각색이랑 그림도 완벽해서 재밌게 봤네요ㅠㅠ소설에서는 상상만 했던 묘사나 주인공들 표정을 만화로 보는 재미가 있었어요 ㅎㅎ소설이 현실이 된 세계에서 살아남기 위해 고군분투하는 주인공들이 인상깊었습니다. 초반이라 지하철에서 생명 죽여야하는 퀘스트, 그리고 지하철 벗어나는 그런 장면만 담겨있는데 웹소 흐름 제대로 따라가서 좋았어요."""
38,"""하나의 세상이 멸망하고 다른 세계가 태어나려 하고 있었다. 그리고 나는, 이 세계의 결말을 아는 유일한 독자다. 한 가지는 확실하다. 지금 이 글을 읽는 당신이 살아남을 거란 사실.전지적 독자 시점 1권 리뷰입니다 진짜 소설을 너무 재밌게 읽어서 웹툰으로 나온다는 소식에 넘 즐거웠고 재밌게 잘보고 있었는데 웹툰소장본도 있다니 진짜 넘 행복해요 제가 생각만 하던 이야기가 눈앞에서 그려지니까 볼떄마다 넘좋아요 """
39,"""놈이 온다. 이 이야기의 ‘진짜’ 주인공. 나는 네놈을 좋아했고, 싫어했고, 원망했고, 응원했다. 그렇게 3천 편의 이야기를 함께했다.전지적 독자 시점 2권 리뷰입니다. 1권에 이어 2권도 소장하게되어 너무 좋아요 원래 재탕을 좋아해서 웹툰말고도 소장본을 구매하게되었는데 후회 없습니다 아직 너무 초반이라 이런저런 할말이 없지만 앞으로 너무 기대됩니다 """
40,"""눈부시게 아름다운 광채가, 그녀의 몸에서 피어오르고 있었다. 내가 죽인다고 했죠. 지금부터 당신은 잠깐 물러나요. 이놈들은 내 몫이니까. 나는 당신의 칼이 되길 주저하지 않을 거예요.전지적 독자 시점 3권 일반판을 구매 했습니다 기대하던 만큼 나와서 너무 좋아요아직 나올 이야기가 많아서 아직은 프롤로그이지만 소설에서 보던 이야기가 그림으로 보이니 읽을떄마다 너무 새로워서 기분 좋아요"""
41,사실 소설은 전혀 보지 못하고 해당 웹툰을 접하였습니다. 회귀물을 처음 접하였는데 아주 재밌게 보았습니다. 요즘이런 회귀물들이 아주많지만 단연 스토리도 탄탄하고 떡밥 회수도 잘하고 그림체도 좋고 단연 탑급 작품입니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니
42,"""                총 연재 횟수 3,149회평균 조회 수 1.9회평균 댓글 수 1.08개10년 넘게 나 혼자 읽어온 소설의 완결을 본 그날.소설 속 세계는 현실이 되었고, 이 세계의 결말을 알고 있는 유일한 독자가 되었다.이것은 독자(讀者)의 설화. 동시에, 독자(獨子)의 설화.단, 한 사람의 독자를 위한 이야기다.[지금부터 메인 시나리오가 시작됩니다.]눈부시게 아름다운 광채가,그녀의 몸에서 피어오르고 있었다.내가 죽인다고 했죠.지금부터 당신은 잠깐 물러나요.이놈들은 내 몫이니까.나는 당신의 칼이 되길주저하지 않을 거예요.생각보다 3권이 빨리 나왔다는 생각이 드네요내용이야 네이버웹툰 정주행 하면 알 수 있는 것이고, 이런 식으로 계속 빨리 나와주면 좋겠네요"""
43,소설을 읽지 않고 웹툰 단행본을 구매했는데너무 마음에 듭니다!!책 표지도 한 번도 만져보지 못한벨벳(?) 같은 특이한 소재여서 신기했는데지문이 좀 잘 묻어서 살짝 아쉬웠어요ㅠ무엇보다 그림체가 너무 제 취향이라 마음에 듭니다!!단행본 안에 포스터도 있어서 너무 좋아요!!또 내용 역시 흥미를 끄는 내용이라 다음 편이너무 기대됩니다.다음편도 꼭 구매해야겠네요!!!!!
44,전지적 독자시점 1슬리피-C 글그림/UMI 각색/싱숑 원저유명한 소설인건 알고있었는데네이버에서 연재중인것도 보고책도 구매하게 되었어요김독자 너무 좋아서..스토리그림 너무 좋네요 소설처럼디테일이 나와있는 원작을그리으로 만화로 그리기가힘들다고 들었는데 작가님 수고많으셨습니다 다음권도 기대해요우리중혁이 좀 더 넣어주세요 ㅋㅋ
45,사실 소설로는 보지 못했고 웹툰을 보고 너무 재미있어서 단행본 책으로 나오길 기대했던 책입니다. 핸드폰으로 보는 것만큼 화질이 선명하진 않지만 책으로 보는 것은 또 다른 느낌이 들어서 좋은 것 같습니다. 스토리 전개 말이 필요없고 그림도 너무 깔끔하고 이뻐서 소장용으로 충분히 가치가 있는 것 같아요. 궁금해서 어서 다음권이 빨리 나오길 기다리고 있습니다.
46,"""                소설로 아는 내용을 만화로 새로 보니 새롭네요. 만화라서 좀 더 부드러운 느낌으로 캐릭터들이 표현되는 느낌인데 그 와중에도 원작에서 느꼈던 씁쓸한 분위기? 그런것들이 잘 표현되서 너무 좋았어요 ㅎㅎ그림체도 다들 잘생기고 이뻐서 좋네요. 그리고 개인적인 재발견... 초반에 유상아, 정희원은 원작에서 그렇게 임팩트가 없었는데 만화로 다시 보니 초반부터 존멋 캐릭터로 나와서 좋았어요.아직 전개가 갈 길이 먼데 남은 이야기들은 만화로 어떻게 표현될지도 기대됩니다.                """
47,전지적 독자 시점 2권 리뷰입니다. 소설 단행은 아니고 웹툰 단행이예요. 배송은 빠르게 아무 이상없이 잘 왔네요! 확실히 스크롤 웹툰이랑 단행본 컷 편집된 것을 보는 것은 생각보다 차이가 크네요. 물론 웹툰도 꼬박 전 화 소장하면서 보는 중!! 살짝 아쉬운건 제가 금전적인 이유로 초판을 구매하지 못했다는 겁니다 ㅜㅜㅜ 1권만 다른 곳에서 초판 구매 했네요. 정말 캐디가 하나하나 제가 생각한 것과 비슷하고 작화도 정말 탑급입니다. 소설도 다 샀는데 아직 못보고 있어요 ㅋㅋㅋ 과연 이것도 얼마가 연재할 지 모르겠네요! 빠르게 완결 되었으면 좋겠네요
48,사실 소설은 전혀 보지 못하고 해당 웹툰을 접하였습니다. 회귀물을 처음 접하였는데 아주 재밌게 보았습니다. 요즘이런 회귀물들이 아주많지만 단연 스토리도 탄탄하고 떡밥 회수도 잘하고 그림체도 좋고 단연 탑급 작품입니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니
49,사실 소설은 전혀 보지 못하고 해당 웹툰을 접하였습니다. 회귀물을 처음 접하였는데 아주 재밌게 보았습니다. 요즘이런 회귀물들이 아주많지만 단연 스토리도 탄탄하고 떡밥 회수도 잘하고 그림체도 좋고 단연 탑급 작품입니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다.
50,매니아층이 탄탄한 소설을 웹툰화 한다는것은 쉽지 않은 선택인 것 같습니다. 기존의 팬층을 납득시켜야하는 과정이 존재하기 때문인데요. 저는 소설 전지적독자시점을 읽지 않고 웹툰을 먼저 읽기로 결심했습니다. 왜냐면 초판부록을 꽤 빵빵하게 챙겨주더라구요. 종이책덕후는 초판부록이라면 놓치고 싶지 않습니다. 긴 예판시간을 지나 받아본 전독시는 생각보다 작화 퀄리티가 뛰어나면 재미난 스토리를 가지고 있습니다. 세상이 명망하고 또 다른 세계가 태어나는 그 과정을 유일하게 인식하고 결말까지 아는 인물인 ‘독자’ 가 주인공이라니 너무나도 신박하잖아요. 왜 인기가 많은지 납득이 갑니다. 웹툰으로 꾸준히 본 후 소설도 시간이 나면 읽어 볼 생각입니다.
51,드디어 전독시 웹툰 단행본이 나오네요. 소설 단행본이 더 먼저 나오길 기대했지만 웹툰 단행본도 너무 좋습니다. 실물 배송도 손상없이 무사히 도착했습니다. 2권도 세로 스크롤 형식의 웹툰을 가로로 단행본 형식으로 편집하면서 깔끔하게 잘 마무리하신 거 같고요. 김컴 포토카드 너무너무 같고 싶어서 초판일 때 구매했습니다. 겉표지 재질이 좀 독특하긴 한데 별 지장 없어요.
52,"""소설을 먼저 읽고 웹툰을 읽었습니다.1권에는 싱숑님의 사인과 메세지가 들어 있습니다.싱숑, 싱숑 작가님, 아니 제가 소설 단행본도 받아보기 전에 웹툰 단행본부터 받았습니다.외전, 소설 단행본 기다리고 있어요, 작가님.개인적으로 그분이랑 걔랑 그들의 일상생활 외전 보고 싶습니다. 믿습니다 싱숑 사랑합니다 싱숑우리 독자랑 중혁이를 비롯한 모든 캐릭터를 만들어 줘서 고마워요 싱숑이렇게 세상에서 가장 재미있는 이야기를 써 주어서 행복해요 싱숑웹툰1권은 소설 진행을 생각보다 충실히 따르고 있었습니다.우리 귀엽고 사랑스러운 독쟈가 멸살법 완결나고 허전해하는 모습, 지하철이 갑자기 멈추고 세상이 유료화되는 모습 기타 등등이요.아니 그런데 우리 독쟈는 무슨 애가 이렇게 말랑하고 예쁜 걸까요.지하철이 멈추어도 소설이 현실이 되어서 도깨비가 나타나도 세상이 유료화가 되어도 제4의 벽의 영향으로 당황하지 않고 주위 상황 파악해서 자신이 해야할 일을 챡챡 해 내는데 하얗고 귀여운 녀석이 열심히 노력하는 모습을 보니 아주 그냥 기특해서 눈물이 다 납니다.진짜 어쩜, 그 상황에서 자기가 아는 지식을 그렇게 순식간에 머릿속으로 계산 다 끝내고 응용하고 그러냐고요.그 와중에 살릴 사람 살리고.우리 예쁜 독자야, 살릴 수 있는 사람이 한정된 그 상황에서 너 자신과, 너와 친분 있는 사람을 살리려는 그 반응은 사람이면 당연한 거고 너는 그 중에서도 착한 사람 맞아. 우리 천사...독자에게 독자가 사랑한다고 말한다. 사랑해 독자야!"""
53,""" SNS에서 하도 '전독시', '전독시' 하길래 어떤 내용의 작품일까 궁금했다. 원작은 웹소설인 것으로 알고 있는데, 얼마 전 단행본 만화로 출간되었길래 냉큼 1,2권을 구입해 읽어봤다. 읽어보니, 와... 역시 사람들이 재밌다고 입을 모아 말하는 데에는 이유가 있었다. 한국의 직장인, 취업준비생이라면 누구나 공감할 만한 현실적인 설정, 기발한 이야기 전환과 시원시원한 전개, 전형적이지 않은 인물들, 진지함과 코믹함의 완급 조절까지 작품의 모든 요소가 훌륭했다. (작화도 끝내준다!) 1권에선 주인공 '김독자'가 출근 도중 10년 넘게 나 혼자 읽어온 웹소설의 세계로 넘어가는 초반의 이야기가 그려지고, 2권에선 이 세계의 결말을 아는 유일한 독자로서 차례로 떨어지는 새 미션을 수행하는 이야기가 그려진다. 현실에선 미래에 대한 희망 없이 우울하게 살고 있는 내가, 새로운 세계의 모든 국면들을 헤쳐나갈 방법을 알고 있는 용사 내지는 영웅이라면 얼마나 기분이 짜릿할까. 그리고 그 세계에서 10년 전부터 동경하고 흠모해온 '그 사람'과 마주한다면...! 앞으로의 전개가 기대된다."""
54,네이버 웹툰 절때안보고 단행본 나올때까지 존버했습니다 1 2권 함께나온 5000권 파는 걸 사고 싶었는데 그때 사정이 여의치 않아서 1권만 사서 맛만 보려고 결제 했습니다  웹툰도 드라마도 애니도 영화까지 나온다는데 심지어 5편이나!!! 언제쯤 소설 양장본을 볼 수 있을지 의문이네요 그림체는 제취향은 아니라서 3권 표지로 한수영이 나온다면 구매의사가 늘어날거 같네요
55,"""싱숑 원작 판타지 소설을 웹툰으로 한 전지적 독자 시점입니다. 네이버 시리즈에 연재한 소설 1딱 1편만 읽었어요. tts가 안되어서 전자책 간행 이후에 봐야겠더라고요. 1화만 봤는데 엄청 궁금했지만 제 눈은 소중하니까요. 네이버 시리즈가 tts까지 되면 전자책 단행본아마 안 살것 같기는 합니다. 웹툰으로 연재된줄 도 몰랐는데 이렇게 인기가 많아서 단행본으로 2권까지 나왔습니다. 예약구매했는데 적정한 기다림 후에 받은 것 같아요. 비닐 개봉하니 새 책 냄새랄까요 잉크 냄새랄까요 오랜만에 맡아보는 냄새라 기분 좋았습니다. 책 내부에 카드 3장있는데 이길영, 유중혁, 정희원나왔어요. 유중혁은 표지의 인물인데요 원작도 안 읽어보고 구입한 책이라 김독자 말라고눈 아무것도 몰라요 후속 나왔으면 좋겠습니다. 책은 천천히 두고두고 볼께요"""
56,"""드디어 전지적 독자 시점이 웹소설에서만 볼 수가 있었는데 이제는 만화책으로 출판이 되었습니다!! 원래 전지적 독자 시점이 만화로는 인터넷 상에서 나오고 있었지만 이렇게 책으로 나온 것은 이번 달 부터인것 같네요. 그런데 만화책으로는 그렇게 많은 편수를 담고 있지 않아 아무래도계속해서 읽기 위해서는 나오는 족족 구매를 해서 보아야 한다는 단점이 있네요, 줄거리를 소개해드리자면 누적 조회 수 1억 뷰,레전드 판타지 웹 소설 마침내 웹툰으로.총 연재 횟수 3,149회평균 조회 수 1.9회평균 댓글 수 1.08개10년 넘게 나 혼자 읽어온 소설의 완결을 본 그날.소설 속 세계는 현실이 되었고, 이 세계의 결말을 알고 있는 유일한 독자가 되었다.이것은 독자(讀者)의 설화. 동시에, 독자(獨子)의 설화.단, 한 사람의 독자를 위한 이야기다.[지금부터 메인 시나리오가 시작됩니다.]"""
0,2022상반기 베스트셀러 웹툰 전독시 5권!!!!!! 초판 특전까지 야무지게 챙겼습니다 ㅎㅎ원작 소설을 좋아해서 웹툰나온다고 했을때 조금 걱정했는데 작화도 멋있고 너무 재밌게 잘보고있습니다. 1권부터 쭈욱 소장중이에요!!특히 작화의 색감들이 전독시 특유의 분위기와 너무 잘 어울립니다. 사실 저는 초판한정 특전 카드 때문에 산거에욥 ㅎㅎㅎㅎ
1,전지적 독자 시점을 정말 좋아하고 재밌게 읽었어서 웹툰 단행본도 꼭 소장하게 되네요.웹툰 캐릭터도 정말 맘에들어요. 초판 특전이나 캐릭터 카드도 소중하게 챙기게 됩니다.전독시가 꽤 장편이라 웹툰이 완결날 쯤엔 책장이 가득 차지 않을까 하는 걱정도 드는데... 뭐 집에 전독시 도서관 차리는거죠...전독시 캐릭터들은 모두 각자의 개성이 있어서 좋아요.
2,이번에리뷰할책제목은전지적독자시점5권입니다웹툰으로너무나도재미있게보고있는전지적독자시점입니다웹툰중에서정말재미있게본것들은책으로구매하고있는데전지적독자시점도그중에한권입니다내용도정말재미있고작화도뛰어나기때문에비싼가격에도불구하고책을구매하게되었습니다웹툰으로볼수있지만책으로소장하고싶어서구매한책입니다재미있었던전지적독자시점5권이였습니다
3,"""                ㅇ내용이야 웹툰으로 정주행 ㄱㄱ책은 소장이죠. 나혼랩 처럼, 초판 종료가 왜 안뜨는지 이해가 안가요 ㅋ나혼 보는 분들은 전독시도 좋아하실텐데..두 작품 모두 좋아하는 저로서는 작가님들 부자 되시게  더 잘 팔렸으면 하네요 ㅎㅎㅎㅇ내용이야 웹툰으로 정주행 ㄱㄱ책은 소장이죠. 나혼랩 처럼, 초판 종료가 왜 안뜨는지 이해가 안가요 ㅋ나혼 보는 분들은 전독시도 좋아하실텐데..두 작품 모두 좋아하는 저로서는 작가님들 부자 되시게  더 잘 팔렸으면 하네요 ㅎㅎㅎ"""
4,"""전지적 독자 시점 5권요새 유행하는 회귀물, 던전물 등에 입문하게 된 작품은 나혼자만레벨업이었습니다.현재 나혼렙과 전독시는 거의 양대산맥이라고 불릴 만큼 인기가 많은데저는 개인적으로 전독시가 더 매력적인 작품이라는 생각이 듭니다.전독시의 주인공인 김독자는 이미 세계의 내용을 모두 알고 있지만매번 달라지는 이야기와 주인공의 대처가 정말 대단합니다.또한 원작이 소설로 존재하고 있어서 스토리가 탄탄하고그림작가의 작화실력이 뛰어난 점도 훌륭합니다."""
5,에이템포미디어 출판사의 싱숑 작가님(작화 슬리피)의 전지적 독자 시점 5가 드디어 나왔습니다~!!! 항상 하는 말이지만 작화나 각색이 너무 잘돼서 전독시의 팬으로서 항상 기분이 좋아요..책 표지도 보들거려서 마음에 든답니다.. 완결 나려면 한참 남았지만 얼른 완결까지 쭉 달리고 싶네요..ㅠㅠ 그때를 위해서 이 책은 그냥 소장본으로 잘 간직해둘게요~ 웹툰 넣을만한 박스도 있었으면 좋겠어요 점점 많아지니까 감당이 안되기 시작..
6,"""                믿고보고있어요~~  단행본 구매는 필수코스~~♡일단 책소재가 미끌 거리지않고 손에 촤악~~~감겨서 정말 손으로 느끼는 재미와,작화는 물론 스토리 구성도 뜬금포 없이 매끄럽구요~~카카오쪽 하곤 다르게 전독시는 독자들을 위해서 단행본도 빨리 나오고 좋네요~~~150자 은근 채우기 힘드네~~~네이버웹툰님들 ~~~ 6번도 어서빨리 내놔요~~~                """
0,전지적 독가 시점 3연재를 접하다 소장하고파서 구매한 책그림체도 이쁘고 너무나 사실적으로 잘 그려서 그럼만봐도 시간가는줄 모르고 보게 되는 책입니다 과거로 회귀해서 펼쳐지는 판타지 무협이라 장르롤 얘기하고 싶어요 한권한권 읽다보면 작가님의 상상력에 박수를 치고 있는 저자신을 보게되네요 재밌어요 연재로 보기에는 아까워 책을 욕심내어 소장하고 있는데 돈이 아깝지 않아요 꼭 보세요 추천해요 연령대 상관없이 읽을수있어요 아이와 다같이 보고 있어요 삽화도 너무나 잘 그렸고 내용도 평법하지 않아요 판타지 장르를 자주 접하지 않은 독자에게도 부담없이 절할수있을꺼예요 다음권 사러 갑니다 강추해요 소장하세요
1,전지걱 독자 시점 2아들이 타사에서 매일매일 하루 한편씩 업데이트 해주는걸 읽어보기에 책으로 소장하게 해주자 싶어 1권을 구매하고 읽어보고 재밌있어 이젠 아들보다 제가 더 좋아하게된 책이런 장르의 책을 읽어보지 않았는데 그림체도 생각보다 내 취향이다 어쩜 그림이 저렇게 리얼하고 그릴수있나 감탄에 감탄을 하면서 페이지를 한장씩 넘겨보고 있어요 내용도 내용이지만 삽화가 더 눈에가네요 이런 장르를 좋아하지 않는 독자도 빠져들게 되는 전독시 너무 재밌고 삽화가 좋아서 다음권도 주문했어요 소장추천합니다 이런책을 소장하고 재탕을 해야해요 한번 읽어볼때랑 재탕할때랑 느낌이 또 다릅니다 꼭 읽어보고 소장하시라 강추합니다
2,사실 소설은 전혀 보지 못하고 해당 웹툰을 접하였습니다. 회귀물을 처음 접하였는데 아주 재밌게 보았습니다. 요즘이런 회귀물들이 아주많지만 단연 스토리도 탄탄하고 떡밥 회수도 잘하고 그림체도 좋고 단연 탑급 작품입니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니
3,전지적 독자 시점 4권입니다.동명의 웹소설을 원작으로 하는 웹툰이 서적화 된 책입니다. 굉장한 인기를 얻었던 작품이고 저도 웹툰을 워낙 재미있게 보고 있는지라 이렇게 책으로도 구매를 하게 되었습니다. 주인공 독자는 멸살법이라는 인기없는 소설을 혼자서 완결까지 보게 되었고 완결이 나는날 세계는 멸살법과 같은 세계가 되어 버립니다. 그리고 주인공은 거기에서 소설에 나오던 사람 그리고 아닌사람들과 부대끼며 이야기를 이어가게 되는 거죠. 상당히 흥미롭기도 하고 캐릭터 디자인도 잘 빠져서 여러모로 보는 재미가 있습니다.
4,기대보다 웹툰에서 전투신이라던가 캐릭터들의 매력 그리고 몹들까지 잘 살린거 같아서 재밌게 봤습니다. 소설로 볼 때는 별 생각없이 넘어갔던 장면들도 있었는데 웹툰으로 만화로 보게 되다 보니 영상과 상상이 다르다는걸 새삼 느끼기도 하고 작가님이 잘 살린 장면들이라던가 실제 눈으로 보게 된 몹들의 모습이라던가 상상과 다르지만 그 나름의 매력이 더 잘살아서 그런가 재밌었어요
5,원작은 연재로 봤었는데 웹툰은 연재로 보기에는 너무 감질나서 책 나오기만 기다렸다가 구매했습니다. 정말 웹툰은 종이책으로 보는게 더 취향이라서요. 넘 연결되면서 보이는게 집중이 안되서 그런가 웹툰은 연재로 못보겠어요 어쨌든 작화도 취향이고 속도감은 물론 캐릭터들의 매력이나 전투신들도 잘 살려서 그런가 웹툰도 정말 좋아요. 몇권까지 나올지는 모르겠지만 우선 소장용으로 계속 구매합니다
6,애가 좋아하는 책이에요. 사실 제목만 봐서는 이게 뭔가 했는데 아이가 웹툰이라고 하면서 열심히 보더라구요. 웹툰으로 열심히 보다가 책이 나오면 구매하고 하네요. 판타지적인 부분이 많아서 아이가 상상력을 개발하기에 좋은 책인 것 같아요. 머리를 식히면서 조금씩 재미있게 보고 있어서 나도 만족합니다. 많은 사람들이 좋아하는 웹툰인 것을 보니 좋은 책인 것 같네요.
7,2022상반기 베스트셀러 웹툰 전독시 5권!!!!!! 초판 특전까지 야무지게 챙겼습니다 ㅎㅎ원작 소설을 좋아해서 웹툰나온다고 했을때 조금 걱정했는데 작화도 멋있고 너무 재밌게 잘보고있습니다. 1권부터 쭈욱 소장중이에요!!특히 작화의 색감들이 전독시 특유의 분위기와 너무 잘 어울립니다. 사실 저는 초판한정 특전 카드 때문에 산거에욥 ㅎㅎㅎㅎ
8,전지적 독자 시점을 정말 좋아하고 재밌게 읽었어서 웹툰 단행본도 꼭 소장하게 되네요.웹툰 캐릭터도 정말 맘에들어요. 초판 특전이나 캐릭터 카드도 소중하게 챙기게 됩니다.전독시가 꽤 장편이라 웹툰이 완결날 쯤엔 책장이 가득 차지 않을까 하는 걱정도 드는데... 뭐 집에 전독시 도서관 차리는거죠...전독시 캐릭터들은 모두 각자의 개성이 있어서 좋아요.
9,이번에리뷰할책제목은전지적독자시점5권입니다웹툰으로너무나도재미있게보고있는전지적독자시점입니다웹툰중에서정말재미있게본것들은책으로구매하고있는데전지적독자시점도그중에한권입니다내용도정말재미있고작화도뛰어나기때문에비싼가격에도불구하고책을구매하게되었습니다웹툰으로볼수있지만책으로소장하고싶어서구매한책입니다재미있었던전지적독자시점5권이였습니다
10,소장목적으로 산건데도 처음부터 끝까지 쭉 다시 읽게되는 몰입도가 최고인거같아요 아는내용임에도 불구하고 뒷내용이 궁금해서 계속 보게되고 그냥 최고… 전독시 웹툰 소장본 많이 팔리면 좋겠네요. 얼른 다음 소장본도 나오면 좋겠지만 웹툰 보면서 기다리면 언젠간 나오겠죠.. 특전 카드도 매번 챙겨주시고 편집도 깔끔하게 읽기좋게 잘 되있어서 늘 감사하게 여기고 있어요!!
11,"""                ㅇ내용이야 웹툰으로 정주행 ㄱㄱ책은 소장이죠. 나혼랩 처럼, 초판 종료가 왜 안뜨는지 이해가 안가요 ㅋ나혼 보는 분들은 전독시도 좋아하실텐데..두 작품 모두 좋아하는 저로서는 작가님들 부자 되시게  더 잘 팔렸으면 하네요 ㅎㅎㅎㅇ내용이야 웹툰으로 정주행 ㄱㄱ책은 소장이죠. 나혼랩 처럼, 초판 종료가 왜 안뜨는지 이해가 안가요 ㅋ나혼 보는 분들은 전독시도 좋아하실텐데..두 작품 모두 좋아하는 저로서는 작가님들 부자 되시게  더 잘 팔렸으면 하네요 ㅎㅎㅎ"""
